#pixel_time[s]	V[V]	I[A]
0.06279778480529785	0.20199999999999999	0.38223193700215174
0.12517666816711426	1.7405000000000002	0.9137231866525941
0.18800926208496094	1.1375	0.6875166333509702
0.251086950302124	0.247	0.6967338768626444
0.31502437591552734	3.359	0.0008462581937026536
0.3783273696899414	2.5829999999999997	0.35694755839288783
0.4412057399749756	3.795	0.4526127092559896
0.5033700466156006	4.8965	0.4616022204706409
0.5672605037689209	4.1594999999999995	0.26104367647400173
0.6304283142089844	1.0015	0.48258519173240044
0.6931960582733154	1.517	0.18433901758637572
0.7562017440795898	3.2185	0.6352840622217681
0.8189594745635986	4.785	0.2022944863940227
0.8824448585510254	2.9215	0.7476515540252122
0.9442038536071777	2.826	0.8361175590450729
1.007044792175293	0.2465	0.31090849896687256
1.0707767009735107	2.3215	0.6642509590034741
1.1304197311401367	0.313	0.16175255362958907
1.1922786235809326	4.7255	0.13991057303279653
1.2551562786102295	0.2695	0.24192544006964323
1.3181653022766113	4.381	0.24545499860483566
1.3814828395843506	1.815	0.17863945692216576
1.445253610610962	4.397	0.28157542452479
1.5080816745758057	2.8960000000000004	0.5190550968055109
1.5666146278381348	0.5325	0.11353553124491411
1.6301324367523193	2.409	0.772001968420031
1.6942057609558105	2.582	0.5284187544742445
1.7561039924621582	2.5925	0.5920152569726278
1.8191578388214111	1.897	0.9652836585084709
1.881005048751831	3.2095000000000002	0.7717661151736711
1.943631887435913	4.377	0.7333377995025994
2.0070993900299072	3.8765	0.8704728483784765
2.069838285446167	4.994	0.9397980335780415
2.131641149520874	4.9755	0.32539285016417185
2.1936402320861816	4.256	0.611590883981807
2.2554757595062256	1.4105	0.06578343055336322
2.318310260772705	4.0485	0.4895965079079513
2.380734443664551	0.41250000000000003	0.10183989505369762
2.4446892738342285	0.2155	0.7171275743380056
2.506835699081421	1.3375000000000001	0.6055972839417454
2.569636821746826	3.3855000000000004	0.20688881820604876
2.6303598880767822	2.9825	0.7523409302208187
2.693275213241577	3.8565	0.2652294646761729
2.7557575702667236	0.40099999999999997	0.4948450460933327
2.818179130554199	1.4905	0.19697182591269324
2.8821427822113037	0.4515	0.6283022950292945
2.945277690887451	3.507	0.2691731068427853
3.0075199604034424	2.2205	0.6026651889496819
3.0703775882720947	2.281	0.5973109976900831
3.133723258972168	1.2045	0.19204604849580542
3.196554183959961	3.3979999999999997	0.6593319671547633
3.257437229156494	4.737	0.12065512914330279
3.320185899734497	4.368	0.8716843767640186
3.380035400390625	2.5	0.6227380993418489
3.443864345550537	1.002	0.9922675336029569
3.504697561264038	1.366	0.37199887808511756
3.567167282104492	4.89	0.04304567819594041
3.6307265758514404	2.7305	0.019680744931977134
3.6917285919189453	1.099	0.6302150507267751
3.7553367614746094	1.0445	0.20074155449450093
3.81770920753479	4.311	0.055634962606672
3.8802545070648193	0.1935	0.6722229065751543
3.9423108100891113	4.894	0.8274961867587295
4.005141973495483	0.31899999999999995	0.77614193072841
4.069003582000732	3.586	0.2797580126897534
4.130246639251709	4.3580000000000005	0.34233706076379056
4.193136930465698	0.5865	0.30812666660107657
4.2569615840911865	1.6484999999999999	0.018142037091846586
4.317809343338013	3.0325	0.9094795478565503
4.381638526916504	4.2735	0.49664185393626903
4.443473815917969	4.166	0.3748501239769936
4.506310224533081	3.2415	0.42920177605521703
4.567738771438599	0.5695	0.9386408701472211
4.630570650100708	4.8795	0.1421733783955782
4.6924097537994385	3.9345000000000003	0.14884726516398106
4.756237268447876	4.408	0.8347908577971241
4.817071914672852	1.461	0.14011276320907295
4.87990403175354	3.8735000000000004	0.19123247937762833
4.942791223526001	3.476	0.11392115071928188
5.006775140762329	1.971	0.1390013341778814
5.069618225097656	4.231	0.40204544665617103
5.12944483757019	2.2415	0.7902017692651582
5.192281007766724	2.9654999999999996	0.23671854998527364
5.255109071731567	0.8465	0.901689098980048
5.318941831588745	0.4445	0.11501475555542418
5.380774736404419	2.2545	0.306831690869513
5.4436070919036865	2.4299999999999997	0.9467378039853532
5.505443572998047	1.0485	0.16475812289041603
5.568273305892944	2.1985	0.3793587329321527
5.631104469299316	3.744	0.02018309820502584
5.694244384765625	1.7535	0.3711575748207664
5.757075548171997	3.404	0.8620111874401225
5.8179121017456055	4.2865	0.5469847296662599
5.881742715835571	0.7625	0.5897054352619966
5.94257926940918	2.9099999999999997	0.3535416696600766
6.006409406661987	3.7595	0.4600316445039273
6.06824517250061	3.1530000000000005	0.06129264664600931
6.130458354949951	2.5835000000000004	0.4439454851721597
6.192296266555786	2.7375	0.8744770217966316
6.255125522613525	0.6965	0.7029606714578401
