#pixel_time[s]	V[V]	I[A]
0.0009980201721191406	0.20199999999999999	0.041025277655514225
0.0009980201721191406	1.7405000000000002	0.3351476291602621
0.0009980201721191406	1.1375	0.7910862809535407
0.0009980201721191406	0.247	0.5475304343483508
0.0009980201721191406	3.359	0.4261935911913963
0.0009980201721191406	2.5829999999999997	0.6748999037205602
0.0009980201721191406	3.795	0.9098435540714004
0.0009980201721191406	4.8965	0.5679977973852173
0.0009980201721191406	4.1594999999999995	0.6032611322820767
0.0009980201721191406	1.0015	0.16227631150001398
0.0019953250885009766	1.517	0.6870107762894032
0.0019953250885009766	3.2185	0.7004278862102403
0.0019953250885009766	4.785	0.5824778555956638
0.0019953250885009766	2.9215	0.7050247427785306
0.0019953250885009766	2.826	0.11882204377241978
0.0019953250885009766	0.2465	0.6148665601369281
0.0019953250885009766	2.3215	0.7246950178296466
0.0019953250885009766	0.313	0.5246829171242495
0.0019953250885009766	4.7255	0.9284903130229898
0.002992868423461914	0.2695	0.8503762964786876
0.002992868423461914	4.381	0.5638506682754044
0.002992868423461914	1.815	0.19481322670342682
0.002992868423461914	4.397	0.048191358899392855
0.002992868423461914	2.8960000000000004	0.9988416897101685
0.002992868423461914	0.5325	0.6107656711228097
0.002992868423461914	2.409	0.9594709996682693
0.002992868423461914	2.582	0.9514976375779034
0.002992868423461914	2.5925	0.2270785314861825
0.002992868423461914	1.897	0.36605680402625795
0.002992868423461914	3.2095000000000002	0.9009362750172937
0.002992868423461914	4.377	0.4952376472004032
0.0039899349212646484	3.8765	0.916881264399797
0.0039899349212646484	4.994	0.029342133649558066
0.0039899349212646484	4.9755	0.6387990741670958
0.0039899349212646484	4.256	0.1520510796151855
0.0039899349212646484	1.4105	0.05453901967673258
0.0039899349212646484	4.0485	0.7410221955320047
0.0039899349212646484	0.41250000000000003	0.6473026439025917
0.0039899349212646484	0.2155	0.7861634440192413
0.0039899349212646484	1.3375000000000001	0.6785120347569881
0.0039899349212646484	3.3855000000000004	0.6373146291379687
0.0039899349212646484	2.9825	0.9990834879633902
0.0039899349212646484	3.8565	0.9100131918317745
0.0039899349212646484	0.40099999999999997	0.44732379374013653
0.0039899349212646484	1.4905	0.23511167609498385
0.004987001419067383	0.4515	0.5041644240114976
0.004987001419067383	3.507	0.40776757745827075
0.004987001419067383	2.2205	0.6113089243552086
0.004987001419067383	2.281	0.9138199475871245
0.004987001419067383	1.2045	0.9307263156581347
0.004987001419067383	3.3979999999999997	0.6003162695818266
0.004987001419067383	4.737	0.06397392846115146
0.004987001419067383	4.368	0.681082878704275
0.004987001419067383	2.5	0.7165874200583756
0.004987001419067383	1.002	0.4177451254641128
0.004987001419067383	1.366	0.9487382379920211
0.004987001419067383	4.89	0.2302282885618543
0.004987001419067383	2.7305	0.6453979713615967
0.004987001419067383	1.099	0.8895372429459791
0.00598454475402832	1.0445	0.32439299636315866
0.00598454475402832	4.311	0.9524010576854726
0.00598454475402832	0.1935	0.08749435389765814
0.00598454475402832	4.894	0.764196290680514
0.00598454475402832	0.31899999999999995	0.8588988417072511
0.00598454475402832	3.586	0.2903589408452426
0.00598454475402832	4.3580000000000005	0.5712813080672501
0.00598454475402832	0.5865	0.6287644180265877
0.00598454475402832	1.6484999999999999	0.8293526430070204
0.00598454475402832	3.0325	0.9855963452043547
0.00598454475402832	4.2735	0.4616062064957326
0.00598454475402832	4.166	0.8041789236182437
0.00598454475402832	3.2415	0.08558458647521072
0.00598454475402832	0.5695	0.025444030583314237
0.00598454475402832	4.8795	0.3621141281626308
0.00598454475402832	3.9345000000000003	0.8208526548639086
0.00598454475402832	4.408	0.6135412181181573
0.00598454475402832	1.461	0.6933828017143
0.00598454475402832	3.8735000000000004	0.8263624872256097
0.00598454475402832	3.476	0.2085619783721081
0.00598454475402832	1.971	0.6892497742923348
0.00598454475402832	4.231	0.29087909959315494
0.00598454475402832	2.2415	0.6267418862508894
0.00598454475402832	2.9654999999999996	0.6089478664718194
0.00598454475402832	0.8465	0.15232553708274932
0.00598454475402832	0.4445	0.9157071157906469
0.006981849670410156	2.2545	0.8313299363965555
0.006981849670410156	2.4299999999999997	0.8269022605885934
0.006981849670410156	1.0485	0.016122604490404813
0.006981849670410156	2.1985	0.12641735692395983
0.006981849670410156	3.744	0.32903055661837655
0.006981849670410156	1.7535	0.8603648754818545
0.006981849670410156	3.404	0.5400150406163133
0.006981849670410156	4.2865	0.43152896377113525
0.006981849670410156	0.7625	0.051862537852089496
0.006981849670410156	2.9099999999999997	0.536421953888605
0.006981849670410156	3.7595	0.48766360843253076
0.006981849670410156	3.1530000000000005	0.964066561866482
0.006981849670410156	2.5835000000000004	0.36308172946278316
0.006981849670410156	2.7375	0.5328703502838863
0.007980823516845703	0.6965	0.9320649813344593
